300.041	10
300.07	11.0052
300.099	12.0104
300.129	12.0156
300.158	12.0209
300.188	12.5261
300.217	12.5313
300.246	9.03651
300.276	12.0417
300.305	10.5469
300.335	10.0522
300.364	12.0574
300.393	12.0626
300.423	14.0678
300.452	14.073
300.482	11.0782
300.511	14.0834
300.54	13.0887
300.57	10.0939
300.599	11.0991
300.629	11.1043
300.658	11.1095
300.687	13.1147
300.717	12.12
300.746	12.1252
300.776	12.1304
300.805	12.1356
300.834	11.1408
300.864	12.646
300.893	12.1512
300.923	14.1565
300.952	12.1617
300.981	14.1669
301.011	12.6721
301.04	11.1773
301.07	12.1825
301.099	12.1877
301.128	12.193
301.158	12.1982
301.187	13.7034
301.216	12.7086
301.246	12.7138
301.275	8.71904
301.305	10.7243
301.334	15.2295
301.363	11.7347
301.393	12.2399
301.422	13.2451
301.452	11.2503
301.481	14.2555
301.51	11.2608
301.54	12.266
301.569	12.2712
301.598	10.2764
301.628	12.2816
301.657	12.7868
301.686	14.7921
301.716	14.2973
301.745	11.3025
301.775	10.8077
301.804	12.3129
301.833	12.3181
301.863	12.3233
301.892	12.3286
301.921	12.3338
301.951	13.339
301.98	9.34421
302.01	9.84942
302.039	11.3546
302.068	13.3599
302.098	11.8651
302.127	14.8703
302.156	12.8755
302.186	10.3807
302.215	10.3859
302.244	13.3911
302.274	12.3964
302.303	10.4016
302.333	11.4068
302.362	10.412
302.391	13.9172
302.421	12.9224
302.45	9.92765
302.479	13.4329
302.509	10.9381
302.538	11.4433
302.567	11.9485
302.597	12.4537
302.626	15.4589
302.655	11.4642
302.685	11.4694
302.714	11.4746
302.743	13.4798
302.773	12.985
302.802	10.4902
302.832	14.4955
302.861	11.5007
302.89	12.0059
302.92	11.5111
302.949	13.0163
302.978	13.5215
303.008	13.5267
303.037	14.032
303.066	12.5372
303.096	12.5424
303.125	12.5476
303.154	13.5528
303.184	11.058
303.213	14.0632
303.242	13.0685
303.272	12.5737
303.301	15.5789
303.33	12.5841
303.36	13.0893
303.389	14.0945
303.418	13.5998
303.448	15.105
303.477	13.6102
303.506	11.6154
303.536	15.6206
303.565	13.6258
303.594	14.131
303.624	12.1363
303.653	13.1415
303.682	11.6467
303.712	15.6519
303.741	13.1571
303.77	11.6623
303.8	12.6676
303.829	13.1728
303.858	11.678
303.888	15.1832
303.917	15.6884
303.946	12.6936
303.976	14.6988
304.005	14.2041
304.034	14.7093
304.064	13.7145
304.093	13.7197
304.122	11.7249
304.151	13.2301
304.181	12.7354
304.21	14.7406
304.239	12.7458
304.269	12.751
304.298	13.7562
304.327	13.7614
304.357	14.7666
304.386	17.7719
304.415	11.7771
304.445	14.7823
304.474	12.2875
304.503	14.7927
304.533	13.2979
304.562	14.8031
304.591	15.8084
304.62	11.8136
304.65	12.8188
304.679	14.324
304.708	11.3292
304.738	11.8344
304.767	12.8397
304.796	13.8449
304.826	13.8501
304.855	9.8553
304.884	12.8605
304.914	13.8657
304.943	12.8709
304.972	11.8762
305.001	15.3814
305.031	12.3866
305.06	14.8918
305.089	14.897
305.119	12.9022
305.148	9.40745
305.177	13.4127
305.206	14.4179
305.236	13.4231
305.265	10.9283
305.294	12.9335
305.324	15.9387
305.353	14.944
305.382	13.9492
305.412	13.9544
305.441	13.4596
305.47	12.9648
305.499	10.97
305.529	13.4753
305.558	13.4805
305.587	10.9857
305.617	14.9909
305.646	12.9961
305.675	13.0013
305.704	14.5065
305.734	11.5118
305.763	13.517
305.792	14.0222
305.822	12.5274
305.851	13.0326
305.88	14.0378
305.909	15.5431
305.939	14.5483
305.968	13.0535
305.997	12.0587
306.026	14.0639
306.056	12.0691
306.085	13.5743
306.114	12.0796
306.144	14.0848
306.173	14.09
306.202	14.0952
306.231	13.1004
306.261	12.1056
306.29	14.1108
306.319	11.6161
306.348	14.1213
306.378	15.1265
306.407	14.1317
306.436	13.1369
306.465	16.6421
306.495	12.1474
306.524	12.1526
306.553	15.1578
306.583	13.163
306.612	14.1682
306.641	14.1734
306.67	13.1786
306.7	12.1839
306.729	16.1891
306.758	13.1943
306.787	14.1995
306.817	14.7047
306.846	14.2099
