450.037	9.5
450.065	9.00075
450.092	6.00149
450.119	8.50224
450.146	8.50298
450.174	9.00373
450.201	8.00447
450.228	8.00521
450.256	8.00596
450.283	8.5067
450.31	9.50745
450.337	8.0082
450.365	6.00894
450.392	6.00969
450.419	8.51043
450.447	7.51118
450.474	10.0119
450.501	8.51266
450.528	8.01341
450.556	8.01416
450.583	9.0149
450.61	8.01565
450.637	7.01639
450.665	7.51714
450.692	7.51788
450.719	7.01863
450.747	8.01937
450.774	7.02012
450.801	9.52086
450.828	7.02161
450.856	7.02235
450.883	10.0231
450.91	10.5238
450.937	8.52459
450.965	8.52533
450.992	9.02608
451.019	7.02682
451.046	7.52757
451.074	7.52831
451.101	5.02906
451.128	7.0298
451.155	6.53055
451.183	7.53129
451.21	10.032
451.237	8.03278
451.264	8.03353
451.292	10.5343
451.319	9.03502
451.346	7.53576
451.373	4.03651
451.401	8.03725
451.428	7.038
451.455	7.03874
451.482	7.53949
451.51	8.54023
451.537	9.54098
451.564	8.04172
451.591	10.0425
451.619	6.04321
451.646	9.54396
451.673	8.0447
451.7	7.04545
451.728	10.0462
451.755	8.54694
451.782	6.54768
451.809	8.04843
451.837	7.04917
451.864	8.54992
451.891	7.05066
451.918	8.55141
451.945	5.05215
451.973	7.0529
452	7.05364
452.027	10.0544
452.054	8.05513
452.082	8.05588
452.109	8.05662
452.136	8.05737
452.163	7.05811
452.19	9.55886
452.218	7.0596
452.245	6.06035
452.272	5.06109
452.299	6.56184
452.327	8.06258
452.354	7.06333
452.381	6.06407
452.408	8.56482
452.435	9.06556
452.463	9.56631
452.49	9.56705
452.517	8.0678
452.544	8.56854
452.571	9.06929
452.599	7.57003
452.626	6.07078
452.653	6.07152
452.68	7.57227
452.707	8.07301
452.735	8.57376
452.762	10.0745
452.789	9.07525
452.816	9.07599
452.843	10.0767
452.871	8.57748
452.898	8.07823
452.925	9.57897
452.952	8.07972
452.979	7.58046
453.007	7.58121
453.034	5.08195
453.061	7.5827
453.088	8.08344
453.115	8.58419
453.143	7.58493
453.17	7.58568
453.197	9.08642
453.224	8.08717
453.251	8.08791
453.279	9.08866
453.306	6.5894
453.333	7.09015
453.36	7.09089
453.387	7.09164
453.414	6.59238
453.442	8.09313
453.469	7.59387
453.496	7.09462
453.523	8.09536
453.55	9.09611
453.578	10.0969
453.605	9.0976
453.632	9.09834
453.659	7.59909
453.686	9.59983
453.713	8.60058
453.741	8.60132
453.768	8.10207
453.795	6.10281
453.822	8.10356
453.849	8.1043
453.876	10.105
453.904	9.60579
453.931	6.60654
453.958	8.10728
453.985	10.108
454.012	9.60877
454.039	8.60952
454.067	10.1103
454.094	9.11101
454.121	8.11175
454.148	8.1125
454.175	7.61324
454.202	7.11399
454.229	8.11473
454.257	6.11548
454.284	7.11622
454.311	7.11697
454.338	9.11771
454.365	7.11846
454.392	9.1192
454.42	10.1199
454.447	7.62069
454.474	8.12144
454.501	8.12218
454.528	8.62293
454.555	8.12367
454.582	6.12442
454.61	6.62516
454.637	8.62591
454.664	8.12665
454.691	8.1274
454.718	9.62814
454.745	9.62889
454.772	8.62963
454.799	9.63038
454.827	7.63112
454.854	6.63187
454.881	8.13262
454.908	7.13336
454.935	7.1341
454.962	6.63485
454.989	8.13559
455.017	8.13634
455.044	8.13708
455.071	8.13783
455.098	7.13857
455.125	9.13932
455.152	8.64007
455.179	5.14081
455.206	8.64155
455.233	7.6423
455.261	8.14304
455.288	7.14379
455.315	7.64454
455.342	9.14528
455.369	8.64603
455.396	9.14677
455.423	9.14752
455.45	9.64826
455.478	10.149
455.505	8.14975
455.532	6.1505
455.559	10.1512
455.586	9.15198
455.613	10.1527
455.64	8.65348
455.667	8.65422
455.694	4.15497
455.721	8.15571
455.749	8.65646
455.776	8.6572
455.803	8.15794
455.83	7.15869
455.857	8.15944
455.884	9.66018
455.911	9.16093
455.938	10.1617
455.965	9.16242
455.992	8.66316
456.02	9.16391
456.047	8.16465
456.074	8.66539
456.101	8.16614
456.128	7.16689
456.155	6.16763
456.182	8.16838
456.209	9.16912
456.236	9.16987
456.263	9.17061
